,year,rank,song,artist,gender,nltk_positive,nltk_negative,nltk_score,nltk_top_emotion,Gender,genres
17,1961,98,"Yes, I'm Lonesome Tonight",Dodie Stevens,,0.215,0.113,0.9819,sadness,Female,['deep adult standards']
18,1961,99,Sugar Bee,Cleveland Crochet and Band,,0.089,0.048,0.6958,joy,,"['cajun', 'swamp pop', 'zydeco']"
19,1961,100,This Is My Story,Mickey & Sylvia,,0.069,0.157,-0.9971,fear,,[]
0,1962,1,The Lion Sleeps Tonight,The Tokens,,0.107,0.0,0.9765,fear,,"['brill building pop', 'doo-wop', 'sunshine pop']"
1,1962,2,The Twist,Chubby Checker,,0.097,0.069,0.893,trust,Male,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']"
2,1962,3,Run To Him,Bobby Vee,,0.22,0.016,0.9828,joy,Male,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']"
3,1962,5,Can't Help Falling In Love,Elvis Presley With The Jordanaires,,0.402,0.118,0.9952,sadness,,"['adult standards', 'rock-and-roll', 'rockabilly']"
4,1962,6,"Happy Birthday, Sweet Sixteen",Neil Sedaka,,0.395,0.006,0.9988,joy,Male,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']"
5,1962,7,Goodbye Cruel World,James Darren,,0.0,0.116,-0.5859,fear,Male,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
6,1962,8,Walk On By,Leroy Van Dyke,,0.119,0.14,-0.991,anger,Male,"['afrofuturism', 'indie soul']"
7,1962,9,When I Fall In Love,The Lettermen,,0.267,0.017,0.9849,joy,,"['adult standards', 'vocal jazz']"
8,1962,10,Unchain My Heart,Ray Charles and his Orchestra,,0.085,0.239,-0.9905,joy,,"['blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']"
9,1962,11,When The Boy In Your Arms (Is The Boy In Your Heart),Connie Francis,,0.232,0.0,0.9859,joy,Female,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']"
10,1962,12,White Christmas,Bing Crosby,,0.116,0.0,0.9501,joy,Male,"['adult standards', 'easy listening']"
11,1962,13,Please Mr. Postman,The Marvelettes,,0.135,0.005,0.9898,anticipation,,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']"
12,1962,14,'Til,The Angels,,0.12,0.133,-0.9944,anger,,"['detroit hip hop', 'hip hop', 'rap']"
13,1962,15,I Know (You Don't Love Me No More),Barbara George,,0.248,0.155,0.9569,joy,Female,[]
14,1962,16,I Don't Know Why,Linda Scott,,0.162,0.059,0.9955,joy,Female,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house']"
15,1962,18,Revenge,Brook Benton,,0.1,0.25,-0.9928,fear,Male,"['emo rap', 'miami hip hop']"
16,1962,19,Moon River,Henry Mancini And His Orchestra,,0.085,0.052,0.25,joy,,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
17,1962,20,There's No Other (Like My Baby),The Crystals,,0.096,0.32,-0.9915,joy,,"['brill building pop', 'classic girl group', 'motown', 'rock-and-roll', 'rockabilly', 'soul']"
0,1962,21,Jingle Bell Rock,Bobby Rydell/Chubby Checker,,0.056,0.0,0.7351,anticipation,,[]
1,1962,22,The Little Drummer Boy,The Harry Simeone Chorale,,0.2,0.044,0.9582,joy,,"['adult standards', 'easy listening']"
2,1962,23,Rock-A-Hula Baby,Elvis Presley With The Jordanaires,,0.046,0.018,0.6272,joy,,"['adult standards', 'rock-and-roll', 'rockabilly']"
3,1962,24,Town Without Pity,Gene Pitney,,0.193,0.12,0.9505,joy,Male,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll', 'rockabilly']"
4,1962,25,Gypsy Woman,The Impressions,,0.136,0.009,0.9817,anticipation,,"['disco house', 'diva house', 'hip house', 'vocal house']"
5,1962,26,Baby's First Christmas,Connie Francis,,0.219,0.0,0.9861,anticipation,Female,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']"
6,1962,27,Moon River,Jerry Butler,,0.085,0.052,0.25,joy,Male,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
7,1962,28,A Little Bitty Tear,Burl Ives,,0.09,0.019,0.9437,joy,Male,"['adult standards', 'american folk revival']"
8,1962,29,If You Gotta Make A Fool Of Somebody,James Ray,,0.077,0.262,-0.9824,fear,Male,"['classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'lilith', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
9,1962,30,The Wanderer,Dion,,0.176,0.006,0.9928,joy,Male,"['adult standards', 'brill building pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly']"
10,1962,31,Funny How Time Slips Away,Jimmy Elledge,,0.179,0.051,0.9668,anticipation,Male,"['classic country pop', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter', 'texas country']"
11,1962,32,Cotton Fields,The Highwaymen,,0.0,0.031,-0.765,joy,,"['classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']"
12,1962,33,Jambalaya (On The Bayou),Fats Domino,,0.082,0.06,0.8519,anger,Male,"['folk', 'honky tonk', 'rock-and-roll', 'traditional country', 'yodeling']"
13,1962,34,Baby It's You,The Shirelles,,0.035,0.033,0.3213,joy,,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
14,1962,35,Your Ma Said You Cried In Your Sleep Last Night,Kenny Dino,,0.238,0.091,0.9955,joy,Male,"['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'uk americana']"
15,1962,36,Tonight,Ferrante & Teicher,,0.083,0.205,-0.9978,disgust,,"['dance pop', 'dance rock', 'neon pop punk', 'pop', 'pop punk', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']"
16,1962,37,Johnny Will,Pat Boone,,0.242,0.112,0.9966,joy,Male,"['post-romantic era', 'ukrainian classical']"
17,1962,38,Hey! Little Girl,Del Shannon,,0.101,0.212,-0.9958,sadness,Male,[]
18,1962,39,The Chipmunk Song (Christmas Don't Be Late),David Seville And The Chipmunks,,0.258,0.033,0.992,anticipation,,"[""children's music""]"
19,1962,40,Big Bad John,Jimmy Dean,,0.056,0.095,-0.952,anger,Male,['nashville sound']
0,1962,41,Jingle Bell Rock,Bobby Helms,,0.056,0.0,0.7351,anticipation,Male,[]
1,1962,42,Poor Fool,Ike & Tina Turner,,0.041,0.164,-0.9956,disgust,Male,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2,1962,43,"Well, I Told You",The Chantels,,0.135,0.051,0.9874,anticipation,,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']"
3,1962,44,Small Sad Sam,Phil McLean,,0.07,0.184,-0.9854,sadness,,"['anti-folk', 'folk punk']"
4,1962,45,Little Altar Boy,Vic Dana,,0.223,0.034,0.983,disgust,Male,"['adult standards', 'mellow gold', 'soft rock']"
5,1962,46,Norman,Sue Thompson,,0.445,0.065,0.9998,trust,Female,"['art pop', 'pop']"
6,1962,47,Rudolph The Red Nosed Reindeer,David Seville And The Chipmunks,,0.169,0.0,0.9925,joy,,"['adult standards', 'american folk revival']"
7,1962,48,Dear Lady Twist,Gary U.S. Bonds,,0.26,0.028,0.9971,joy,Male,"['brill building pop', 'classic girl group', 'doo-wop', 'motown', 'philly soul', 'rhythm and blues']"
8,1962,49,Just Out Of Reach (Of My Two Open Arms),Solomon Burke,,0.191,0.081,0.9362,fear,Male,"['adult standards', 'nashville sound', 'rock-and-roll', 'rockabilly']"
9,1962,50,Rockin' Around The Christmas Tree,Brenda Lee,,0.254,0.014,0.9868,anticipation,Female,"['adult standards', 'brill building pop', 'vocal jazz']"
10,1962,51,Turn On Your Love Light,Bobby Bland,,0.167,0.03,0.9828,joy,,"['blues', 'classic soul', 'electric blues', 'soul', 'soul blues', 'southern soul']"
11,1962,52,Twist-Her,Bill Black's Combo,,0.142,0.199,-0.9964,anger,,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']"
12,1962,53,Irresistible You,Bobby Darin,,0.268,0.063,0.9948,joy,Male,"['acoustic blues', 'blues', 'blues rock', 'classic rock', 'country blues', 'country rock', 'folk', 'funk', 'harmonica blues', 'jazz blues', 'modern blues', 'roots rock', 'soul', 'traditional blues']"
13,1962,54,Dreamy Eyes,Johnny Tillotson,,0.098,0.162,-0.9349,anticipation,Male,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'nashville sound', 'rock-and-roll', 'rockabilly']"
14,1962,55,Dear Ivan,Jimmy Dean,,0.119,0.05,0.9932,joy,Male,['nashville sound']
15,1962,56,The Gypsy Rover,The Highwaymen,,0.106,0.011,0.9231,trust,,"['canadian celtic', 'celtic', 'irish folk', 'irish pub song', 'shanty']"
16,1962,57,Up A Lazy River,Si Zentner And His Orchestra,,0.128,0.18,-0.8126,anticipation,,"['adult standards', 'jump blues', 'lounge', 'soul', 'swing', 'vocal jazz']"
17,1962,58,Pocketful Of Miracles,Frank Sinatra,,0.253,0.01,0.9953,joy,Male,"['adult standards', 'easy listening', 'lounge']"
18,1962,59,Flying Circle,Frank Slay And His Orchestra,,0.166,0.238,-0.9971,sadness,,[]
19,1962,60,Do-Re-Mi,Lee Dorsey,,0.024,0.018,0.5044,anticipation,Male,"['pop', 'pop rap']"
0,1962,61,Maria,Roger Williams,,0.215,0.077,0.9965,anticipation,Male,"['dance pop', 'pop', 'urban contemporary']"
1,1962,62,Letter Full Of Tears,Gladys Knight And The Pips,,0.24,0.114,0.99,anticipation,,"['brill building pop', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']"
2,1962,63,Multiplication,Bobby Darin,,0.141,0.06,0.9575,fear,Male,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']"
3,1962,64,She's Everything (I Wanted You To Be),Ral Donner,,0.101,0.087,0.6288,fear,Male,[]
4,1962,65,Let's Twist Again,Chubby Checker,,0.176,0.0,0.9902,anticipation,Male,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']"
5,1962,66,"Turn Around, Look At Me",Glen Campbell,,0.151,0.0,0.9611,joy,Male,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'sunshine pop']"
6,1962,67,Just Got To Know,Jimmy McCracklin,,0.189,0.013,0.9506,anticipation,Male,"['adult standards', 'album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']"
7,1962,68,Fool #1,Brenda Lee,,0.114,0.08,0.9959,sadness,Female,"['adult standards', 'brill building pop', 'vocal jazz']"
8,1962,69,Walkin' With My Angel,Bobby Vee,,0.253,0.0,0.9931,anticipation,Male,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']"
9,1962,70,Soothe Me,Sims Twins,,0.448,0.0,0.999,joy,,"['brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'rock-and-roll', 'soul', 'southern soul']"
10,1962,71,It Will Stand,The Showmen,,0.151,0.033,0.9856,disgust,,"['beach music', 'beat italiano']"
11,1962,72,I Understand (Just How You Feel),The G-Clefs,,0.201,0.028,0.9673,joy,,"['brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']"
12,1962,73,Alvin's Harmonica,David Seville And The Chipmunks,,0.197,0.028,0.9931,joy,,"[""children's music""]"
13,1962,75,Language Of Love,John D. Loudermilk,,0.139,0.052,0.9196,sadness,Male,['souldies']
14,1962,76,Please Come Home For Christmas,Charles Brown,,0.206,0.232,-0.7961,sadness,Male,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
15,1962,77,Let's Go Trippin',Dick Dale and The Del-Tones,,0.244,0.0,0.9434,anger,,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']"
16,1962,78,Tuff,Ace Cannon,,0.131,0.094,0.9538,anticipation,Male,['viral rap']
17,1962,79,The Majestic,Dion,,0.088,0.033,0.8591,joy,Male,"['british soundtrack', 'scorecore', 'soundtrack', 'theme']"
18,1962,80,I Could Have Loved You So Well,Ray Peterson,,0.331,0.067,0.9935,trust,Male,"['adult standards', 'brill building pop', 'deep adult standards', 'merseybeat', 'rock-and-roll']"
0,1962,81,Twistin' All Night Long,Danny & The Juniors with Freddy Cannon,,0.158,0.084,0.9729,anticipation,,"['art pop', 'art punk', 'art rock', 'permanent wave', 'solo wave']"
1,1962,82,Go On Home,Patti Page,,0.095,0.112,-0.3919,fear,Female,"['red dirt', 'roots americana', 'texas country']"
2,1962,83,Smoky Places,"The Corsairs Featuring Jay ""Bird"" Uzzell",,0.183,0.221,-0.2023,joy,,[]
3,1962,84,Tears From An Angel,Troy Shondell,,0.132,0.148,-0.925,sadness,Male,"['glitchcore', 'plugg', 'underground hip hop', 'vapor trap']"
4,1962,85,Pop Goes The Weasel,Anthony Newley,,0.036,0.045,0.453,anticipation,Male,[]
5,1962,86,Lost Someone,James Brown And The Famous Flames,,0.249,0.108,0.9842,joy,,[]
6,1962,87,Room Full Of Tears,The Drifters,,0.037,0.135,-0.9374,sadness,,"['greek metal', 'greek psychedelic rock', 'greek rock', 'instrumental stoner rock', 'modern blues rock', 'psychedelic doom', 'retro metal', 'space rock', 'stoner metal', 'stoner rock']"
7,1962,88,Maria,Johnny Mathis,,0.215,0.077,0.9965,anticipation,Male,"['dance pop', 'pop', 'urban contemporary']"
8,1962,89,I Need Some One,The Belmonts,,0.144,0.149,-0.8581,anticipation,,['chill pop']
9,1962,90,It's All Because,Linda Scott,,0.089,0.136,-0.9529,joy,Female,['study beats']
10,1962,91,Crazy,Patsy Cline,,0.21,0.022,0.9993,joy,Female,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']"
11,1962,92,Pushin' Your Luck,Sleepy King,,0.076,0.204,-0.9974,fear,,"['asbury park indie', 'emo', 'modern rock', 'new jersey indie']"
12,1962,93,The Twist,Ernie Freeman,,0.097,0.069,0.893,trust,Male,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']"
13,1962,94,The Waltz You Saved For Me,Ferlin Husky,,0.336,0.0,0.9628,,Male,[]
14,1962,95,Let Me In,The Sensations,,0.134,0.107,0.8684,fear,,"['anime', 'k-pop boy group']"
15,1962,96,The Little Drummer Boy,The Jack Halloran Singers,,0.2,0.044,0.9582,joy,,"['adult standards', 'easy listening']"
16,1962,97,That's My Pa,Sheb Wooley,,0.091,0.192,-0.9988,fear,Male,"['instrumental funk', 'modern funk']"
17,1962,98,Searching,Jack Eubanks,,0.346,0.054,0.9996,trust,,[]
18,1962,99,Motorcycle,Tico And The Triumphs,,0.151,0.106,0.9477,joy,,"['canadian americana', 'canadian contemporary country', 'outlaw country', 'saskatchewan indie']"
19,1962,100,Drown In My Own Tears,Don Shirley,,0.083,0.138,-0.8504,surprise,Male,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
0,1963,1,Telstar,The Tornadoes,,0.006,0.011,-0.4137,trust,,"['british invasion', 'merseybeat', 'rock-and-roll', 'surf music']"
1,1963,2,Go Away Little Girl,Steve Lawrence,,0.101,0.12,-0.1966,sadness,Male,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge']"
2,1963,3,Limbo Rock,Chubby Checker,,0.039,0.053,0.1179,anticipation,Male,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']"
3,1963,4,Bobby's Girl,Marcie Blane,,0.178,0.0,0.9871,trust,,['brill building pop']
4,1963,5,Big Girls Don't Cry,The 4 Seasons,,0.174,0.138,0.3395,sadness,,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']"
5,1963,6,Hotel Happiness,Brook Benton,,0.214,0.115,0.9716,joy,Male,"['brill building pop', 'motown', 'rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']"
6,1963,7,Pepino The Italian Mouse,Lou Monte,,0.007,0.058,-0.8652,surprise,Male,['novelty']
7,1963,8,Return To Sender,Elvis Presley With The Jordanaires,,0.093,0.089,0.4019,anticipation,,"['adult standards', 'rock-and-roll', 'rockabilly']"
8,1963,9,Zip-A-Dee Doo-Dah,Bob B. Soxx And The Blue Jeans,,0.076,0.134,-0.9932,trust,,['movie tunes']
9,1963,10,Tell Him,The Exciters,,0.247,0.052,0.9988,joy,,"['conscious hip hop', 'hip pop', 'neo soul', 'new jersey rap', 'r&b', 'urban contemporary']"
10,1963,11,My Dad,Paul Petersen,,0.346,0.054,0.9996,trust,Male,"['detroit hip hop', 'hip hop', 'rap']"
11,1963,12,You Are My Sunshine,Ray Charles,,0.379,0.047,0.9948,joy,Male,"['neo mellow', 'pop', 'viral pop']"
12,1963,13,Release Me,"Esther Phillips ""Little Esther""",,0.096,0.263,-0.9794,joy,,"['girl group', 'new wave pop', 'soft rock']"
13,1963,14,The Night Has A Thousand Eyes,Bobby Vee,,0.108,0.113,-0.014,joy,Male,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']"
14,1963,15,Two Lovers,Mary Wells,,0.374,0.052,0.9975,joy,Female,"['brill building pop', 'classic soul', 'motown', 'soul', 'souldies']"
15,1963,16,The Lonely Bull (El Solo Torro),Herb Alpert And Tijuana Brass,,0.12,0.078,0.9993,joy,,"['adult standards', 'easy listening', 'lounge']"
16,1963,17,Dear Lonely Hearts,Nat King Cole,,0.212,0.058,0.9844,joy,Male,['irish rock']
17,1963,18,Chains,The Cookies,,0.154,0.084,0.9939,trust,,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
18,1963,19,Keep Your Hands Off My Baby,Little Eva,,0.126,0.015,0.9761,joy,Female,"['brill building pop', 'rhythm and blues', 'rock-and-roll']"
19,1963,20,It's Up To You,Rick Nelson,,0.059,0.061,-0.1943,fear,,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']"
0,1963,21,Don't Hang Up,The Orlons,,0.0,0.173,-0.9931,anger,,"['brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll']"
1,1963,22,Up On The Roof,The Drifters,,0.126,0.011,0.9801,trust,,"['adult standards', 'brill building pop', 'bubblegum pop', 'mellow gold', 'motown', 'rock-and-roll', 'rockabilly', 'soul']"
2,1963,23,Wiggle Wobble,Les Cooper and the Soul Rockers,,0.136,0.096,0.9309,trust,,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']"
3,1963,24,Love Came To Me,Dion,,0.207,0.006,0.9966,joy,Male,"['adult standards', 'brill building pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly']"
4,1963,25,I Saw Linda Yesterday,Dickey Lee,,0.155,0.11,0.8511,anticipation,Male,[]
5,1963,26,Everybody Loves A Lover,The Shirelles,,0.444,0.06,0.996,joy,,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']"
6,1963,27,Ruby Ann,Marty Robbins,,0.184,0.294,-0.9882,joy,Male,"['cowboy western', 'nashville sound']"
7,1963,28,Shutters And Boards,Jerry Wallace,,0.078,0.074,0.3718,trust,Male,"['adult standards', 'easy listening', 'lounge']"
8,1963,29,Half Heaven - Half Heartache,Gene Pitney,,0.421,0.013,0.9977,joy,Male,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll', 'rockabilly']"
9,1963,30,Monsters' Holiday,"Bobby ""Boris"" Pickett And The Crypt-Kickers",,0.125,0.099,0.9171,joy,,"['halloween', 'novelty']"
10,1963,31,Ride!,Dee Dee Sharp,,0.098,0.077,0.8502,anticipation,Female,"['modern rock', 'rock']"
11,1963,32,Don't Make Me Over,Dionne Warwick,,0.134,0.036,0.9716,joy,Female,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']"
12,1963,33,(Dance With The) Guitar Man,Duane Eddy and the Rebelettes,,0.072,0.0,0.7906,joy,,"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly', 'surf music']"
13,1963,34,Trouble Is My Middle Name,Bobby Vinton,,0.02,0.267,-0.9927,joy,Male,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']"
14,1963,35,Loop De Loop,Johnny Thunder,,0.132,0.0,0.9559,anger,Male,['alternative rock']
15,1963,36,Your Cheating Heart,Ray Charles,,0.042,0.266,-0.9856,sadness,Male,"['new mexico music', 'swamp pop']"
16,1963,37,See See Rider,LaVern Baker,,0.137,0.047,0.973,joy,Female,"['brill building pop', 'doo-wop', 'jump blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul', 'southern soul', 'torch song']"
17,1963,38,Rumors,Johnny Crawford,,0.166,0.174,-0.8914,anticipation,Male,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']"
